Number,Symbol,Name,Industry,Market Cap 
3064,JD,JD.com,Internet & Direct Marketing Retail,95426805722
3065,JEF,Jefferies Financial Group,Diversified Financial Services,7995226109
3066,JELD,JELD-WEN Holding,Building Products,1925498360
3067,JFIN,Jiayin Group,Consumer Finance,148568750
3068,JFU,9F Inc.,Interactive Media & Services,217282639
3069,JG,Aurora Mobile,Software,131452863
3070,JGGC,Jaguar Global Growth Corporation I,Blank Check / SPAC,284750006
3071,JHG,Janus Henderson Group,Capital Markets,6023109086
3072,JHX,James Hardie Industries,Construction Materials,13496127480
3073,JILL,J.Jill,Specialty Retail,149120874
3074,JJSF,J & J Snack Foods,Food Products,3029842935
3075,JKHY,Jack Henry & Associates,IT Services,14595585898
3076,JKS,JinkoSolar Holding Company,Semiconductors & Semiconductor Equipment,2507461351
3077,JLL,Jones Lang LaSalle,Real Estate Management & Development,11988649887
3078,JMAC,Jade Mountain Acquisition,Blank Check / SPAC,137017835
3079,JMIA,Jumia Technologies AG,Internet & Direct Marketing Retail,934657791
3080,JNCE,Jounce Therapeutics,Biotechnology,368885950
3081,JNJ,Johnson & Johnson,Pharmaceuticals,4.68572E+11
3082,JNPR,Juniper Networks,Communications Equipment,11880216564
3083,JOAN,JOANN,Specialty Retail,451001528
3084,JOB,GEE Group,Professional Services,64843031
3085,JOBS,51job,Professional Services,4067218129
3086,JOBY,Joby Aviation,Airports & Air Services,3909419775
3087,JOE,The St. Joe Company,Real Estate Management & Development,3592421080
3088,JOFF,JOFF Fintech Acquisition,Blank Check / SPAC,506114970
3089,JOUT,Johnson Outdoors,Leisure Products,805043820
3090,JP,Jupai Holdings,Capital Markets,21928632
3091,JPM,JPMorgan Chase & Co.,Banks,4.11913E+11
3092,JRSH,Jerash Holdings (US),"Textiles, Apparel & Luxury Goods",76966032
3093,JRVR,James River Group Holdings,Insurance,953808175
3094,JSPR,Jasper Therapeutics,Biotechnology,129150343
3095,JT,Jianpu Technology,Consumer Finance,23511352
3096,JUGG,JAWS Juggernaut Acquisition,Blank Check / SPAC,336029990
3097,JUN,Juniper II,Blank Check / SPAC,373002490
3098,JUPW,Jupiter Wellness,Drug Manufacturers-Specialty & Generic,25855890
3099,JVA,Coffee Holding Co.,Food Products,19580498
3100,JW.A,John Wiley & Sons,Media,2856026104
3101,JW.B,John Wiley & Sons,Publishing,2993943540
3102,JWAC,Jupiter Wellness Acquisition,Blank Check / SPAC,180279140
3103,JWEL,Jowell Global,Internet Retail,57309522
3104,JWN,Nordstrom,Multiline Retail,4391470055
3105,JWSM,Jaws Mustang Acquisition,Blank Check / SPAC,1269168759
3106,JXN,Jackson Financial,Asset Management,3777664237
3107,JYAC,Jiya Acquisition,Blank Check / SPAC,137099983
3108,JYNT,The Joint,Health Care Providers & Services,526972572
3109,JZXN,Jiuzi Holdings,Auto & Truck Dealerships,28497644
3110,K,Kellogg Company,Food Products,22270330874
3111,KACL,Kairous Acquisition,Blank Check / SPAC,100649312
3112,KAHC,KKR Acquisition Holdings I,Blank Check / SPAC,1690500088
3113,KAI,Kadant,Machinery,2300182392
3114,KAII,Kismet Acquisition Two,Blank Check / SPAC,286357500
3115,KAIR,Kairos Acquisition,Blank Check / SPAC,338789980
3116,KALA,Kala Pharmaceuticals,Pharmaceuticals,95098134
3117,KALU,Kaiser Aluminum,Metals & Mining,1502742272
3118,KALV,KalVista Pharmaceuticals,Biotechnology,368149500
3119,KAMN,Kaman,Trading Companies & Distributors,1205844600
3120,KAR,KAR Auction Services,Commercial Services & Supplies,2193376244
3121,KARO,Karooooo,Software-Application,926675904
3122,KAVL,Kaival Brands Innovations Group,Tobacco,46086312
3123,KB,KB Financial Group,Banks,20080390101
3124,KBAL,Kimball International,Commercial Services & Supplies,312657085
3125,KBH,KB Home,Household Durables,2889871336
3126,KBNT,Kubient,Software-Application,22804640
3127,KBR,"KBR, Inc.",IT Services,7627914187
3128,KC,Kingsoft Cloud Holdings,IT Services,1499877627
3129,KCAC,Kensington Capital Acquisition IV,Blank Check / SPAC,290662489
3130,KCGI,Kensington Capital Acquisition V,Blank Check / SPAC,342585019
3131,KD,Kyndryl Holdings,Information Technology Services,2977453559
3132,KDNY,Chinook Therapeutics,Biotechnology,919881397
3133,KDP,Keurig Dr Pepper,Beverages,54230441956
3134,KE,Kimball Electronics,"Electronic Equipment, Instruments & C...",508953369
3135,KELYA,Kelly Services,Professional Services,850106299
3136,KELYB,Kelly Services,Professional Services,856026348
3137,KEN,Kenon Holdings,Independent Power and Renewable Elect...,3581882568
3138,KEP,Korea Electric Power,Electric Utilities,12152459258
3139,KEQU,Kewaunee Scientific,Health Care Equipment & Supplies,39727734
3140,KERN,Akerna,Professional Services,35032147
3141,KEX,Kirby,Marine,4265842930
3142,KEY,KeyCorp,Banks,19929995244
3143,KEYS,Keysight Technologies,"Electronic Equipment, Instruments & C...",28824840158
3144,KFFB,Kentucky First Federal Bancorp,Thrifts & Mortgage Finance,59171184
3145,KFRC,Kforce,Professional Services,1591557946
3146,KFS,Kingsway Financial Services,Insurance,134192823
3147,KFY,Korn Ferry,Professional Services,3547888877
3148,KGC,Kinross Gold,Metals & Mining,7787471867
3149,KHC,The Kraft Heinz Company,Food Products,48909856741
3150,KIDS,OrthoPediatrics,Health Care Equipment & Supplies,1106329046
3151,KIII,Kismet Acquisition Three,Blank Check / SPAC,356723134
3152,KIM,Kimco Realty,Equity Real Estate Investment Trusts ...,15318113271
3153,KIND,Nextdoor Holdings,Internet Content & Information,2331627258
3154,KINS,Kingstone Companies,Insurance,53987959
3155,KINZ,Kins Technology Group,Blank Check / SPAC,347070010
3156,KIQ,Kelso Technologies,Machinery,25850935
3157,KIRK,Kirkland's,Specialty Retail,113078021
3158,KKR,KKR & Co.,Capital Markets,50887606217
3159,KLAC,KLA Corporation,Semiconductors & Semiconductor Equipment,54298095571
3160,KLAQ,KL Acquisition,Blank Check / SPAC,352726552
3161,KLDO,Kaleido Biosciences,Pharmaceuticals,72410480
3162,KLIC,Kulicke & Soffa Industries,Semiconductors & Semiconductor Equipment,3435867115
3163,KLR,Kaleyra,Software,265184874
3164,KLTR,Kaltura,Software-Infrastructure,224905039
3165,KLXE,KLX Energy Services Holdings,Energy Equipment & Services,55538170
3166,KMB,Kimberly-Clark,Household Products,42126106589
3167,KMDA,Kamada,Biotechnology,251603532
3168,KMI,Kinder Morgan,"Oil, Gas & Consumable Fuels",43580964850
3169,KMPH,KemPharm,Pharmaceuticals,180978957
3170,KMPR,Kemper,Insurance,3654467825
3171,KMT,Kennametal,Machinery,2343988731
3172,KMX,CarMax,Specialty Retail,15923862510
3173,KN,Knowles,"Electronic Equipment, Instruments & C...",1962358898
3174,KNBE,KnowBe4,Software-Infrastructure,6478604784
3175,KNDI,Kandi Technologies Group,Auto Components,240667661
3176,KNOP,KNOT Offshore Partners,"Oil, Gas & Consumable Fuels",579112047
3177,KNSA,Kiniksa Pharmaceuticals,Biotechnology,742872310
3178,KNSL,Kinsale Capital Group,Insurance,5303470987
3179,KNSW,KnightSwan Acquisition,Blank Check / SPAC,287212470
3180,KNTE,Kinnate Biopharma,Biotechnology,502340510
3181,KNTK,Kinetik Holdings,"Oil, Gas & Consumable Fuels",242890640
3182,KNX,Knight-Swift Transportation Holdings,Road & Rail,7865820645
3183,KO,The Coca-Cola Company,Beverages,2.72571E+11
3184,KOD,Kodiak Sciences,Biotechnology,409243867
3185,KODK,Eastman Kodak Company,"Technology Hardware, Storage & Periph...",495270171
3186,KOF,Coca-Cola Femsa,Beverages,11764647888
3187,KOP,Koppers Holdings,Chemicals,580781230
3188,KOPN,Kopin,Semiconductors & Semiconductor Equipment,222299597
3189,KORE,KORE Group Holdings,Shell Companies,470400800
3190,KOS,Kosmos Energy,"Oil, Gas & Consumable Fuels",3601146110
3191,KOSS,Koss Corporation,Household Durables,77024476
3192,KPLT,Katapult Holdings,Software-Infrastructure,227023358
3193,KPRX,Kiora Pharmaceuticals,Biotechnology,8164860
3194,KPTI,Karyopharm Therapeutics,Biotechnology,638029624
3195,KR,The Kroger Company,Food & Staples Retailing,41575743437
3196,KRBP,Kiromic BioPharma,Biotechnology,13403616
3197,KRC,Kilroy Realty,Equity Real Estate Investment Trusts ...,9198341070
3198,KREF,KKR Real Estate Finance Trust,Mortgage Real Estate Investment Trust...,1407464431
3199,KRG,Kite Realty Group Trust,Equity Real Estate Investment Trusts ...,5085892605
3200,KRKR,36Kr Holdings,Interactive Media & Services,43566923
3201,KRMD,Repro Med Systems,Health Care Equipment & Supplies,125972784
3202,KRNL,Kernel Group Holdings,Blank Check / SPAC,373700187
3203,KRNT,Kornit Digital,Machinery,4122255100
3204,KRNY,Kearny Financial,Thrifts & Mortgage Finance,931238400
3205,KRO,Kronos Worldwide,Chemicals,1820835834
3206,KRON,Kronos Bio,Biotechnology,416024700
3207,KROS,Keros Therapeutics,Biotechnology,1426829665
3208,KRP,Kimbell Royalty Partners,"Oil, Gas & Consumable Fuels",1056454137
3209,KRT,Karat Packaging,Packaging & Containers,384997536
3210,KRTX,Karuna Therapeutics,Biotechnology,3929031891
3211,KRUS,Kura Sushi USA,"Hotels, Restaurants & Leisure",543367880
3212,KRYS,Krystal Biotech,Biotechnology,1785993814
3213,KSCP,Knightscope,Security & Protection Services,154098684
3214,KSI,Kadem Sustainable Impact,Blank Check / SPAC,213062490
3215,KSPN,Kaspien Holdings,Specialty Retail,17647395
3216,KSS,Kohl's,Multiline Retail,7759180758
3217,KT,KT Corporation,Diversified Telecommunication Services,7346416633
3218,KTB,Kontoor Brands,"Textiles, Apparel & Luxury Goods",2326134514
3219,KTCC,Key Tronic,"Electronic Equipment, Instruments & C...",60804735
3220,KTOS,Kratos Defense & Security Solutions,Aerospace & Defense,2580110079
3221,KTRA,Kintara Therapeutics,Biotechnology,19132345
3222,KTTA,Pasithea Therapeutics,Biotechnology,29487336
3223,KUKE,Kuke Music Holding,Entertainment,110875125
3224,KULR,KULR Technology Group,Electronic Components,227557054
3225,KURA,Kura Oncology,Biotechnology,1115789558
3226,KVHI,KVH Industries,Communications Equipment,177462558
3227,KVSA,Khosla Ventures Acquisition Co.,Blank Check / SPAC,395959768
3228,KVSC,Khosla Ventures Acquisition Co. III,Blank Check / SPAC,661645181
3229,KW,Kennedy-Wilson Holdings,Real Estate Management & Development,3435845099
3230,KWAC,Kingswood Acquisition,Blank Check / SPAC,147830579
3231,KWR,Quaker Chemical,Chemicals,3218473133
3232,KXIN,Kaixin Auto Holdings,Specialty Retail,170717407
3233,KYCH,Keyarch Acquisition,Blank Check / SPAC,147420000
3234,KYMR,Kymera Therapeutics,Biotechnology,2153967851
3235,KZIA,Kazia Therapeutics,Biotechnology,105761637
3236,KZR,Kezar Life Sciences,Biotechnology,962414451
3237,L,Loews,Insurance,16079673288
3238,LAAA,Lakeshore Acquisition I,Blank Check / SPAC,70315602
3239,LABP,Landos Biopharma,Biotechnology,60382351
3240,LAC,Lithium Americas,Metals & Mining,5235131878
3241,LAD,Lithia Motors,Specialty Retail,8922311604
3242,LADR,Ladder Capital,Mortgage Real Estate Investment Trust...,1547749758
3243,LAIX,LAIX Inc.,Diversified Consumer Services,13995743
3244,LAKE,Lakeland Industries,"Textiles, Apparel & Luxury Goods",148821328
3245,LAMR,Lamar Advertising Company,Equity Real Estate Investment Trusts ...,11980596136
3246,LANC,Lancaster Colony,Food Products,4264070100
3247,LAND,Gladstone Land,Equity Real Estate Investment Trusts ...,1319463393
3248,LARK,Landmark Bancorp,Banks,134981367
3249,LASR,nLIGHT,"Electronic Equipment, Instruments & C...",776333883
3250,LATG,LatAmGrowth SPAC,Blank Check / SPAC,160875000
3251,LAUR,Laureate Education,Diversified Consumer Services,2133122811
3252,LAW,CS Disco,Software-Application,1978526174
3253,LAWS,Lawson Products,Trading Companies & Distributors,352681790
3254,LAX,8i Acquisition 2,Blank Check / SPAC,108963240
3255,LAZ,Lazard,Capital Markets,3498803435
3256,LAZR,Luminar Technologies,Auto Components,5435745788
3257,LAZY,Lazydays Holdings,Specialty Retail,275920332
3258,LBAI,Lakeland Bancorp,Banks,1078337013
3259,LBBB,Lakeshore Acquisition II,Blank Check / SPAC,86557765
3260,LBC,Luther Burbank,Thrifts & Mortgage Finance,688996339
3261,LBPH,Longboard Pharmaceuticals,Biotechnology,91241620
3262,LBPS,4D pharma,Biotechnology,94883296
3263,LBRDA,Liberty Broadband,Media,23113490307
3264,LBRDK,Liberty Broadband,Media,23203213220
3265,LBRT,Liberty Oilfield Services,Energy Equipment & Services,2873399285
3266,LBTYA,Liberty Global,Media,13932659708
3267,LBTYB,Liberty Global,Diversified Telecommunication Services,13555603442
3268,LBTYK,Liberty Global,Media,13950149612
3269,LC,LendingClub,Consumer Finance,1581338615
3270,LCA,Landcadia Holdings IV,Blank Check / SPAC,611875000
3271,LCAA,L Catterton Asia Acquisition,Blank Check / SPAC,349540736
3272,LCAP,Lionheart Acquisition II,Blank Check / SPAC,185864649
3273,LCFY,Locafy,Internet Content & Information,51322000
3274,LCI,Lannett Company,Pharmaceuticals,33561207
3275,LCID,Lucid Group,Auto Manufacturers,40587534325
3276,LCII,LCI Industries,Auto Components,2726410664
3277,LCNB,LCNB Corporation,Banks,201372621
3278,LCTX,Lineage Cell Therapeutics,Biotechnology,269837311
3279,LCUT,Lifetime Brands,Household Durables,286013820
3280,LCW,Learn CW Investment,Blank Check / SPAC,246375000
3281,LDHA,LDH Growth I,Blank Check / SPAC,280887519
3282,LDI,loanDepot,Mortgage Finance,1256149120
3283,LDOS,Leidos Holdings,IT Services,14765839358
3284,LE,Lands' End,Internet & Direct Marketing Retail,570916015
3285,LEA,Lear Corporation,Auto Components,8501706630
3286,LEAP,Ribbit LEAP,Shell Companies,578614459
3287,LECO,Lincoln Electric Holdings,Machinery,8057378768
3288,LEDS,SemiLEDs,Semiconductors & Semiconductor Equipment,14672014
3289,LEE,"Lee Enterprises,",Media,161553541
3290,LEG,Leggett & Platt,Household Durables,4752030696
3291,LEGA,"Lead Edge Growth Opportunities,",Blank Check / SPAC,420037500
3292,LEGH,Legacy Housing,Household Durables,474266064
3293,LEGN,Legend Biotech,Biotechnology,5975692256
3294,LEJU,Leju Holdings,Internet & Direct Marketing Retail,112441143
3295,LEN,Lennar,Household Durables,23747594190
3296,LEN.B,Lennar,Construction & Engineering,23830923202
3297,LESL,Leslie's,Home Improvement Retail,3678160890
3298,LEU,Centrus Energy,"Oil, Gas & Consumable Fuels",471949749
3299,LEV,The Lion Electric Company,Farm & Heavy Construction Machinery,1554236281
3300,LEVI,Levi Strauss & Co.,"Textiles, Apparel & Luxury Goods",7902612475
3301,LEVL,Level One Bancorp,Banks,310958868
3302,LEXX,Lexaria Bioscience,Biotechnology,19638300
3303,LFAC,LF Capital Acquisition II,Blank Check / SPAC,323114552
3304,LFC,China Life Insurance Company,Insurance,97390698492
3305,LFG,Archaea Energy,Utilities-Renewable,2622138100
3306,LFLY,Leafly Holdings,Pharmaceutical Retailers,356820768
3307,LFMD,LifeMD,Pharmaceutical Retailers,109504720
3308,LFST,Lifestance Health Group,Medical Care Facilities,3798850558
3309,LFT,Lument Finance Trust,REIT-Mortgage,142574798
3310,LFTR,Lefteris Acquisition,Blank Check / SPAC,254990890
3311,LFUS,Littelfuse,"Electronic Equipment, Instruments & C...",6152179196
3312,LFVN,LifeVantage,Personal Products,61811866
3313,LGAC,Lazard Growth Acquisition I,Blank Check / SPAC,704375009
3314,LGF.A,Lions Gate Entertainment,Entertainment,3527070710
3315,LGF.B,Lions Gate Entertainment,Entertainment,3514133233
3316,LGHL,Lion Group Holding,Capital Markets,66101360
3317,LGIH,LGI Homes,Household Durables,2339826466
3318,LGL,LGL Group,"Electronic Equipment, Instruments & C...",56388882
3319,LGMK,LogicMark,Security & Protection Services,19277052
3320,LGND,Ligand Pharmaceuticals,Biotechnology,1972765238
3321,LGO,Largo,Other Industrial Metals & Mining,820419255
3322,LGST,Semper Paratus Acquisition,Blank Check / SPAC,478613960
3323,LGTO,Legato Merger II,Blank Check / SPAC,356237120
3324,LGV,Longview Acquisition II,Blank Check / SPAC,842662519
3325,LGVC,LAMF Global Ventures I,Blank Check / SPAC,345954268
3326,LGVN,Longeveron,Biotechnology,326430076
3327,LH,Laboratory Corporation of America Holdings,Health Care Providers & Services,24580079579
3328,LHAA,Lerer Hippeau Acquisition,Blank Check / SPAC,278336665
3329,LHC,Leo Holdings II,Blank Check / SPAC,459375000
3330,LHCG,LHC Group,Health Care Providers & Services,5134252893
3331,LHDX,Lucira Health,Medical Devices,143582221
3332,LHX,L3Harris Technologies,Aerospace & Defense,48878518207
3333,LI,Li Auto,Automobiles,29329580018
3334,LIAN,LianBio,Biotechnology,400001470
3335,LIBY,Liberty Resources Acquisition,Blank Check / SPAC,148903927
3336,LICY,Li-Cycle Holdings,Waste Management,1346069247
3337,LIDR,"AEye, Inc.",Auto Parts,916117245
3338,LIFE,aTyr Pharma,Biotechnology,155378527
3339,LII,Lennox International,Building Products,9607294811
3340,LILA,Liberty Latin America,Diversified Telecommunication Services,2235695869
3341,LILAK,Liberty Latin America,Media,2233868800
3342,LILM,Lilium,Aerospace & Defense,1126514941
3343,LIN,Linde,Chemicals,1.63865E+11
3344,LINC,Lincoln Educational Services,Diversified Consumer Services,202575103
3345,LIND,Lindblad Expeditions Holdings,"Hotels, Restaurants & Leisure",759526015
3346,LINK,Interlink Electronics,"Electronic Equipment, Instruments & C...",63384000
3347,LION,Lionheart III,Blank Check / SPAC,159128250
3348,LIQT,LiqTech International,Machinery,52527642
3349,LITB,LightInTheBox Holding Co.,Internet & Direct Marketing Retail,119947007
3350,LITE,Lumentum Holdings,Communications Equipment,6895099809
3351,LITM,Snow Lake Resources,Other Industrial Metals & Mining,162750397
3352,LITT,Logistics Innovation Technologies,Shell Companies,413762520
3353,LIVB,LIV Capital Acquisition II,Blank Check / SPAC,125966999
3354,LIVE,Live Ventures,Household Durables,68040190
3355,LIVN,LivaNova,Health Care Equipment & Supplies,4511959471
3356,LIXT,Lixte Biotechnology Holdings,Biotechnology,16495920
3357,LIZI,Lizhi,Internet Content & Information,74023168
3358,LJAQ,LightJump Acquisition,Blank Check / SPAC,172657790
3359,LJPC,La Jolla Pharmaceutical Company,Biotechnology,114231915
3360,LKCO,Luokung Technology,Interactive Media & Services,205579295
3361,LKFN,Lakeland Financial,Banks,1891000025
3362,LKQ,LKQ Corporation,Distributors,12881549310
3363,LL,Lumber Liquidators Holdings,Specialty Retail,407092798
3364,LLAP,Terran Orbital,Shell Companies,20221527
3365,LLL,JX Luxventure,Apparel Manufacturing,16137102
3366,LLNW,Limelight Networks,IT Services,706358974
3367,LLY,Eli Lilly and Company,Pharmaceuticals,2.78723E+11
3368,LMACA,Liberty Media Acquisition,Blank Check / SPAC,711562490
3369,LMAO,LMF Acquisition Opportunities,Blank Check / SPAC,131974919
3370,LMAT,LeMaitre Vascular,Health Care Equipment & Supplies,1049297817
3371,LMB,Limbach Holdings,Construction & Engineering,72023614
3372,LMDX,LumiraDx,Diagnostics & Research,1468210170
3373,LMFA,LM Funding America,Diversified Financial Services,38413800
3374,LMND,Lemonade,Insurance,1729695096
3375,LMNL,Liminal BioSciences,Biotechnology,30117529
3376,LMNR,Limoneira Company,Food Products,250416491
3377,LMPX,LMP Automotive Holdings,Specialty Retail,52471327
3378,LMST,Limestone Bancorp,Banks,155087820
3379,LMT,Lockheed Martin,Aerospace & Defense,1.21452E+11
3380,LNC,Lincoln National,Insurance,11325120506
3381,LND,BrasilAgro Cia Brasileira de Propriedades Agricolas,Food Products,684424123
3382,LNDC,Landec,Food Products,343162332
3383,LNFA,L&F Acquisition,Blank Check / SPAC,218643750
3384,LNG,Cheniere Energy,"Oil, Gas & Consumable Fuels",36160128735
3385,LNN,Lindsay,Machinery,1675046584
3386,LNSR,LENSAR,Medical Devices,80224810
3387,LNT,Alliant Energy,Electric Utilities,15852816353
3388,LNTH,Lantheus Holdings,Health Care Equipment & Supplies,4017601495
3389,LOAN,Manhattan Bridge Capital,Mortgage Real Estate Investment Trust...,72417870
3390,LOB,Live Oak Bancshares,Banks,2285389014
3391,LOCC,Live Oak Crestview Climate Acquisition,Blank Check / SPAC,248744990
3392,LOCL,Local Bounti,Farm Products,754846399
3393,LOCO,El Pollo Loco Holdings,"Hotels, Restaurants & Leisure",425494362
3394,LODE,Comstock Mining,Metals & Mining,125259431
3395,LOGC,LogicBio Therapeutics,Biotechnology,24257907
3396,LOGI,Logitech International,"Technology Hardware, Storage & Periph...",12064072657
3397,LOKM,Live Oak Mobility Acquisition,Blank Check / SPAC,310241240
3398,LOMA,Loma Negra Compania Industrial Argentina,Construction Materials,688486459
3399,LOOP,Loop Industries,Chemicals,424123486
3400,LOPE,Grand Canyon Education,Diversified Consumer Services,3499462902
3401,LOTZ,CarLotz,Auto & Truck Dealerships,156303295
3402,LOV,Spark Networks SE,Interactive Media & Services,69361102
3403,LOVE,The Lovesac Company,Household Durables,778024804
3404,LOW,Lowe's Companies,Specialty Retail,1.339E+11
3405,LPCN,Lipocine,Pharmaceuticals,118309406
3406,LPG,Dorian LPG,"Oil, Gas & Consumable Fuels",591648830
3407,LPI,Laredo Petroleum,"Oil, Gas & Consumable Fuels",1461504201
3408,LPL,LG Display Co.,"Electronic Equipment, Instruments & C...",6022010362
3409,LPLA,LPL Financial Holdings,Capital Markets,14664788938
3410,LPRO,Open Lending,Capital Markets,2360276730
3411,LPSN,LivePerson,Software,1804835820
3412,LPTH,LightPath Technologies,"Electronic Equipment, Instruments & C...",51635511
3413,LPTX,Leap Therapeutics,Biotechnology,162506030
3414,LPX,Louisiana-Pacific,Paper & Forest Products,5309636062
3415,LQDA,Liquidia,Pharmaceuticals,374391612
3416,LQDT,Liquidity Services,Internet & Direct Marketing Retail,620253617
3417,LRCX,Lam Research,Semiconductors & Semiconductor Equipment,73300279203
3418,LRFC,Logan Ridge Finance,Asset Management,62490140
3419,LRMR,Larimar Therapeutics,Biotechnology,68185040
3420,LRN,Stride,Diversified Consumer Services,1575015273
3421,LSBK,Lake Shore Bancorp,Thrifts & Mortgage Finance,84589197
3422,LSCC,Lattice Semiconductor,Semiconductors & Semiconductor Equipment,8124471252
3423,LSEA,Landsea Homes,Real Estate-Development,416997049
3424,LSF,Laird Superfood,Packaged Foods,34462049
3425,LSI,Life Storage,Equity Real Estate Investment Trusts ...,12116791230
3426,LSPD,Lightspeed Commerce,Software,4644381172
3427,LSPR,Larkspur Health Acquisition,Blank Check / SPAC,96441370
3428,LSTR,Landstar System,Road & Rail,5191181311
3429,LTBR,Lightbridge,Professional Services,83734099
3430,LTC,LTC Properties,Equity Real Estate Investment Trusts ...,1549463386
3431,LTCH,Latch,Software-Application,597075325
3432,LTH,Life Time Group Holdings,Leisure,2812884214
3433,LTHM,Livent,Chemicals,4443027945
3434,LTRN,Lantern Pharma,Biotechnology,78635641
3435,LTRPA,Liberty TripAdvisor Holdings,Interactive Media & Services,198119999
3436,LTRPB,Liberty TripAdvisor Holdings,Interactive Media & Services,192165673
3437,LTRX,Lantronix,Communications Equipment,236284362
3438,LTRY,Lottery.com,Gambling,144088221
3439,LU,Lufax Holding,Consumer Finance,14010486783
3440,LUB,Luby's,"Hotels, Restaurants & Leisure",69483005
3441,LUCD,Lucid Diagnostics,Medical Devices,126621584
3442,LULU,Lululemon Athletica,"Textiles, Apparel & Luxury Goods",47000354557
3443,LUMN,Lumen Technologies,Diversified Telecommunication Services,11778989045
3444,LUMO,Lumos Pharma,Biotechnology,77150053
3445,LUNA,Luna Innovations,"Electronic Equipment, Instruments & C...",241912012
3446,LUNG,Pulmonx,Health Care Equipment & Supplies,951015541
3447,LUV,Southwest Airlines Company,Airlines,27194421219
3448,LUXA,Lux Health Tech Acquisition,Blank Check / SPAC,425212470
3449,LVAC,LAVA Medtech Acquisition,Blank Check / SPAC,129349999
3450,LVLU,Lulu's Fashion Lounge Holdings,Apparel Retail,297763517
3451,LVO,LiveOne,Entertainment,73111975
3452,LVOX,LiveVox Holding,Software-Infrastructure,317636543
3453,LVRA,Levere Holdings,Blank Check / SPAC,332324860
3454,LVS,Las Vegas Sands,"Hotels, Restaurants & Leisure",30192963563
3455,LVTX,LAVA Therapeutics,Biotechnology,113412191
3456,LW,Lamb Weston Holdings,Food Products,8886484983
3457,LWAY,Lifeway Foods,Food Products,111439970
3458,LWLG,Lightwave Logic,Chemicals,1112009590
3459,LX,LexinFintech Holdings,Consumer Finance,495721343
3460,LXEH,Lixiang Education Holding Co.,Education & Training Services,59360296
3461,LXFR,Luxfer Holdings,Machinery,474889050
3462,LXP,Lexington Realty Trust,Equity Real Estate Investment Trusts ...,4582478335
3463,LXRX,Lexicon Pharmaceuticals,Biotechnology,336586495
3464,LXU,LSB Industries,Chemicals,2075202537
3465,LYB,LyondellBasell Industries NV,Chemicals,33896550299
3466,LYEL,Lyell Immunopharma,Biotechnology,1315279738
3467,LYFT,"Lyft, Inc.",Road & Rail,13077858302
3468,LYG,Lloyds Banking Group,Banks,45193891837
3469,LYL,Dragon Victory International,Consumer Finance,23193952
3470,LYLT,Loyalty Ventures,Software-Infrastructure,402890271
3471,LYRA,Lyra Therapeutics,Biotechnology,53991085
3472,LYTS,LSI Industries,Electrical Equipment,157719456
3473,LYV,Live Nation Entertainment,Entertainment,25690476534
3474,LZ,LegalZoom.com,Internet Content & Information,2811657979
3475,LZB,La-Z-Boy,Household Durables,1135884672
3476,M,Macy's,Multiline Retail,7088066540
3477,MA,Mastercard,IT Services,3.63468E+11
3478,MAA,Mid-America Apartment Communities,Equity Real Estate Investment Trusts ...,25288445826
3479,MAAQ,Mana Capital Acquisition,Blank Check / SPAC,80356250
3480,MAC,The Macerich Company,Equity Real Estate Investment Trusts ...,3510241787
3481,MACA,Moringa Acquisition,Blank Check / SPAC,262714649
3482,MACC,Mission Advancement,Blank Check / SPAC,422193759
3483,MACK,Merrimack Pharmaceuticals,Biotechnology,84484260
3484,MACU,Mallard Acquisition,Blank Check / SPAC,138737500
3485,MAG,MAG Silver,Metals & Mining,1640150196
3486,MAIN,Main Street Capital,Capital Markets,3054096112
3487,MAN,ManpowerGroup,Professional Services,5030944197
3488,MANH,Manhattan Associates,Software,8843421584
3489,MANT,ManTech International,IT Services,3517985521
3490,MANU,Manchester United,Entertainment,2396144114
3491,MAPS,WM Technology,Software-Application,1237790328
3492,MAQC,Maquia Capital Acquisition,Blank Check / SPAC,226851209
3493,MAR,Marriott International,"Hotels, Restaurants & Leisure",56837476283
3494,MARA,Marathon Digital Holdings,IT Services,2941104108
3495,MARK,Remark Holdings,Internet & Direct Marketing Retail,80950631
3496,MARPS,Marine Petroleum Trust,"Oil, Gas & Consumable Fuels",17919991
3497,MAS,Masco,Building Products,12192811993
3498,MASI,Masimo,Health Care Equipment & Supplies,8968413111
3499,MASS,908 Devices,Medical Devices,643722414
3500,MAT,Mattel,Leisure Products,7897243130
3501,MATW,Matthews International,Commercial Services & Supplies,1038008160
3502,MATX,Matson,Marine,4723545571
3503,MAX,MediaAlpha,Internet Content & Information,1010156016
3504,MAXN,Maxeon Solar Technologies,Semiconductors & Semiconductor Equipment,624292214
3505,MAXR,Maxar Technologies,Aerospace & Defense,2828602610
3506,MAYS,J.W. Mays,Real Estate Management & Development,79643467
3507,MBAC,M3-Brigade Acquisition II,Blank Check / SPAC,488500029
3508,MBCN,Middlefield Banc,Banks,145529257
3509,MBI,MBIA Inc.,Insurance,874905334
3510,MBII,Marrone Bio Innovations,Chemicals,206071807
3511,MBIN,Merchants Bancorp,Thrifts & Mortgage Finance,1185970425
3512,MBIO,Mustang Bio,Biotechnology,104302640
3513,MBOT,Microbot Medical,Health Care Equipment & Supplies,44639050
3514,MBRX,Moleculin Biotech,Biotechnology,52012507
